,Film_title,Release_year,Director,Cast,Personal_rating,Average_rating,Letterboxd URL
114,Ex Machina,2014,Alex Garland,"['Domhnall Gleeson', 'Alicia Vikander', 'Oscar Isaac', 'Sonoya Mizuno', 'Corey Johnson', 'Claire Selby', 'Symara A. Templeman', 'Gana Bayarsaikhan', 'Tiffany Pisani', 'Elina Alminas', 'Chelsea Li', 'Dan Pappaspanos']",,3.97,https://letterboxd.com//film/ex-machina-2015/
115,Interstellar,2014,Christopher Nolan,"['Matthew McConaughey', 'Anne Hathaway', 'Jessica Chastain', 'Bill Irwin', 'Ellen Burstyn', 'Michael Caine', 'Mackenzie Foy', 'Casey Affleck', 'John Lithgow', 'Wes Bentley', 'David Gyasi', 'Matt Damon', 'Topher Grace', 'Timothée Chalamet', 'David Oyelowo', 'William Devane', 'Josh Stewart', 'Collette Wolfe', 'Leah Cairns', 'Russ Fega', 'Lena Georgas', 'Jeff Hephner', 'Elyes Gabel', 'Brooke Smith', 'Liam Dickinson', 'Francis X. McCarthy', 'Andrew Borba', 'Flora Nolan', 'William Patrick Brown', 'Kristian Van der Heyden', 'Joseph Oliveira', 'Ryan Irving', 'Alexander Michael Helisek', 'Benjamin Hardy', 'Griffen Fraser']",,4.29,https://letterboxd.com//film/interstellar/
116,Lava,2014,James Ford Murphy,"['Napua Greig', 'Kuana Torres Kahele']",,3.44,https://letterboxd.com//film/lava-2014/
117,John Wick,2014,Chad Stahelski,"['Keanu Reeves', 'Michael Nyqvist', 'Ian McShane', 'John Leguizamo', 'Willem Dafoe', 'Alfie Allen', 'Dean Winters', 'Adrianne Palicki', 'Lance Reddick', 'Bridget Moynahan', 'David Patrick Kelly', 'Randall Duk Kim', 'Munro M. Bonnell', 'Omer Barnea', 'Toby Leonard Moore', 'Daniel Bernhardt', 'Bridget Regan', 'Keith Jardine', 'Tait Fletcher', 'Thomas Sadoski', 'Clarke Peters', 'Kevin Nash', 'Gameela Wright', 'Vladislav Koulikov', 'Patricia Squire', 'Kazy Tauginas', 'Vladimir Troitsky', 'Matt McColm', 'Scott Tixier', 'Alexander Frekey', 'Carolyn Blair', 'Samantha Crawford', 'Nadia Kay', 'Natalia Kiriya', 'Tommy Bayiokos', 'J.J. Perry', 'Dennis Keiffer', 'Alex Ziwak', 'Erik Martin']",,3.83,https://letterboxd.com//film/john-wick/
118,Birdman or (The Unexpected Virtue of Ignorance),2014,Alejandro González Iñárritu,"['Michael Keaton', 'Emma Stone', 'Zach Galifianakis', 'Edward Norton', 'Andrea Riseborough', 'Amy Ryan', 'Naomi Watts', 'Lindsay Duncan', 'Merritt Wever', 'Jeremy Shamos', 'Damian Young', 'Bill Camp', 'Kenny Chin', 'Jamahl Garrison-Lowe', ""Katherine O'Sullivan"", 'Keenan Shimizu', 'Akira Ito', 'Natalie Gold', 'Michael Siberry', 'Clark Middleton', 'William Youmans', 'Paula Pell', 'David Fierro', 'Hudson Flynn', 'Warren Kelley', 'Joel Marsh Garland', 'Brent Bateman', 'Donna Lynne Champlin', 'Valentino Musumeci', 'Taylor Schwencke', 'Craig muMs Grant', 'Kyle Knauf', 'Dave Neal', 'Kelly Southerland', 'Roberta Colindrez', 'Catherine Peppers', 'Frank Ridley', 'Janis Corsair', 'Rakesh G. Shah', 'Malachi Weir', 'Jackie Hoffman', 'Stephen Adly Guirgis', 'Glenn Wein', 'Ebrahim Jaffer', 'Rain Noe', 'Susan Blackwell', 'Anna Hardwick', 'Dusan Dukic', 'Helena-Alexis Seymour', 'Ian Finlay', 'Lynn Marocola']",,3.92,https://letterboxd.com//film/birdman-or-the-unexpected-virtue-of-ignorance/
119,The Grand Budapest Hotel,2014,Wes Anderson,"['Ralph Fiennes', 'F. Murray Abraham', 'Mathieu Amalric', 'Adrien Brody', 'Willem Dafoe', 'Jeff Goldblum', 'Harvey Keitel', 'Jude Law', 'Bill Murray', 'Edward Norton', 'Saoirse Ronan', 'Jason Schwartzman', 'Léa Seydoux', 'Tilda Swinton', 'Tom Wilkinson', 'Owen Wilson', 'Tony Revolori', 'Florian Lukas', 'Bob Balaban', 'Fisher Stevens', 'Wallace Wolodarsky', 'Waris Ahluwalia', 'Uwe Holoubek', 'Larry Pine', 'Karl Markovics', 'Volker Michalowski', 'Daniel Steiner', 'Hendrik von Bültzingslöwen', 'Lisa Kreuzer', 'Rainer Reiners', 'Sabine Urig', 'Matthias Matschke', 'Philipp Sonntag', 'Hans Martin Stier', 'Giselda Volodi', 'Neal Huff', 'Steffen Scheumann', 'Milton Welsh', 'Piet Paes', 'Michaela Caspar', 'Heike Hanold-Lynch', 'Roy Macready', 'Carl Sprague', 'Golo Euler', 'Roman Berger', 'Michael Benthin', 'Lucas Hedges', 'Wolfgang Ceczor', 'Georg Tryphon', 'Gabriel Rush', 'Hannes Wegener', 'Gerald Sullivan', 'Ben Howard', 'Marko Dyrlich', 'Jella Niemann', 'Marcel Mazur', 'Robert Bienas', 'Oliver Claridge', 'Bernhard Kremser', 'Kunichi Nomura', 'Sister Anna Rademacher', 'Heinz-Werner Jeschkowski', 'Sabine Euler', 'Renate Klein', 'Paul Schlase', 'Darin Damjanow', 'Dar Ronge', 'Robin Hurlstone', 'Jutta Westphal', 'Gisela Bech', 'Birgit Müller', 'Ursula Kuhnt', 'Monika Krüger', 'Wolfram Nielacny', 'John Peet', 'Jürgen Schwämmle', 'Frank Jacob', 'Lennart Meyer', 'Alfred Hänel', 'Manpreet Gerlach', 'David Adamik', 'Moritz Hepper', 'David Cioffi', 'Oliver Hazell', 'Bohumil Váchal', 'Ed Munro', 'Francesco Zippel', 'Enrico Hoffmann', 'Marie Goyette', 'Jeno Orosz', 'Gyula Lukács', 'Georg Rittmannsperger', 'Dirk Bossmann', 'Arwin Lobedann', 'Matthias Holfert', 'Reinhold Hegelow', 'Steffen Nixdorf', 'Manfred Lindner']",,4.23,https://letterboxd.com//film/the-grand-budapest-hotel/
120,A Girl Walks Home Alone at Night,2014,Ana Lily Amirpour,"['Sheila Vand', 'Arash Marandi', 'Marshall Manesh', 'Mozhan Marnò', 'Dominic Rains', 'Rome Shadanloo', 'Milad Eghbali', 'Reza Sixo Safai', 'Ray Haratian', 'Ana Lily Amirpour', 'Pej Vahdat', 'Masuka', 'Maruti Garikiparthi']",4.0,3.74,https://letterboxd.com//film/a-girl-walks-home-alone-at-night/
121,Yearbook,2014,Bernardo Britto,,5.0,3.85,https://letterboxd.com//film/yearbook-2014/
122,The Wolf of Wall Street,2013,Martin Scorsese,"['Leonardo DiCaprio', 'Jonah Hill', 'Margot Robbie', 'Matthew McConaughey', 'Kyle Chandler', 'Rob Reiner', 'Jon Favreau', 'Jean Dujardin', 'Jon Bernthal', 'Kenneth Choi', 'P.J. Byrne', 'Ethan Suplee', 'Brian Sacca', 'Henry Zebrowski', 'Cristin Milioti', 'Joanna Lumley', 'Jake Hoffman', 'Christine Ebersole', 'Shea Whigham', 'Aya Cash', 'Katarina Čas', 'Bo Dietl', 'Jon Spinogatti', 'Rizwan Manji', 'Stephanie Kurtzuba', 'J. C. MacKenzie', 'Ashlie Atkinson', 'Stephen Kunken', 'Ted Griffin', 'Sandra Nelson', 'Dan Bittner', 'Spike Jonze', 'Mackenzie Meehan', 'Thomas Middleditch', 'Edward Herrmann', 'Jordan Belfort', 'Fran Lebowitz', 'Robert Clohessy', 'Welker White', 'Danny Flaherty', 'Carla Corvo', 'Madison McKinley', 'Aaron Lazar', 'Steve Routman', 'Steve Witting', 'Charley Morgan', 'Michael Nathanson', 'Kathleen Fellegara', 'John Behlmann', 'Ward Horton', 'Bret Shuford', ""J.T. O'Connor"", 'Steven Boyer', 'Danny A. Abeckaser', 'Matthew Rauch', 'Michael Izquierdo', 'Donnie Keshawarz', 'Johnathan Tchaikovsky', 'Aaron Glaser', 'Ben Rameaka', 'Brian Charles Johnson', 'Sebastian Tillinger', 'Chris Riggi', 'Meghan Rafferty', 'José Ramón Rosario', 'Davram Stiefler', 'Dan Daily', 'Ben Van Bergen', 'Matte Osian', 'Michael Devine', 'Jason Furlani', 'Jeremy Bobb', 'Tom Greer', 'Sharon Jones', 'Emily Tremaine', 'Zineb Oukach', 'Giselle Eisenberg', 'Deema Aitken', 'Ashley Springer', 'Rémy Bennett', 'Catherine Curtin', 'Paul Urcioli', ""Michael O'Hara"", 'Michael Bryan French', 'Armen Garo', 'Garry Pastore', 'Louis Vanaria', 'Peter Youngblood Hills', 'Brendan Griffin', 'Derek Milman', 'Victor Verhaeghe', 'Chris Caldovino', 'Fileena Bahris', 'Silvia Kal', 'Kamron Leal', 'Tommy Bayiokos', 'Gianni Biasetti Jr.', 'Rick Bolander', 'Spenser Granese', 'Julian Brand', 'Kenneth Carrella', 'Austin Farwell', 'Zach Miko', 'Tyler Evan Rowe', 'Stefano Villabona', 'Gregory Brown', 'Tucker Bryan', 'Michael Jefferson', 'Bryan Burton', 'Mike Catapano', 'Steven Conroy', 'Kelsey Deanne', 'Maria Di Angelis', 'London Hall', 'Rosemary Howard', 'Chris Kerson', 'Natasha Kojic', 'Ben Leasure', 'Paul Jude Letersky', 'Will MacAdam', 'Jeff Moffitt', 'Chris Nunez', ""Seregon O'Dassey"", 'Joseph Oliveira', 'Michael Power', 'Nicole Rutigliano', 'Sibyl Santiago', 'Vitaliy Shtabnoy', 'Madeleine Wade', 'Blago Simon', 'Jaclyn Keys', 'Natalie Bensel', 'Krista Ashworth', 'Paul Thornton', 'David Wenzel', 'Joe Zaso', 'Claudette Lalí', 'Francis Brooke', 'Martin Klebba']",,4.01,https://letterboxd.com//film/the-wolf-of-wall-street/
123,The Tale of the Princess Kaguya,2013,Isao Takahata,"['Aki Asakura', 'Takeo Chii', 'Nobuko Miyamoto', 'Kengo Kora', 'Atsuko Takahata', 'Tomoko Tabata', 'Shinosuke Tatekawa', 'Takaya Kamikawa', 'Hikaru Ijūin', 'Ryûdô Uzaki', 'Shichinosuke Nakamura', 'Isao Hashizume', 'Tatsuya Nakadai', 'Yukiji Asaoka', 'Tamaki Kojo', 'Yuji Miyake', 'Mirai Uchida', 'Hiroyuki Yamamoto']",,4.18,https://letterboxd.com//film/the-tale-of-the-princess-kaguya/
124,The Hunger Games: Catching Fire,2013,Francis Lawrence,"['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth', 'Woody Harrelson', 'Elizabeth Banks', 'Donald Sutherland', 'Lenny Kravitz', 'Philip Seymour Hoffman', 'Jeffrey Wright', 'Stanley Tucci', 'Toby Jones', 'Willow Shields', 'Sam Claflin', 'Lynn Cohen', 'Jena Malone', 'Bobby Jordan', 'Amanda Plummer', 'Jack Quaid', 'Taylor St. Clair', 'Sandra Ellis Lafferty', 'Paula Malcomson', 'Bruce Bundy', 'Nelson Ascencio', 'Afemo Omilami', 'Kimberley Drummond', 'Deena Beasley', 'Leon Lamar', 'Mandy Neuhaus', 'Erika Bierman', 'Wilbur Fitzgerald', 'Patrick St. Esprit', 'Jill Jane Clements', 'James Sutton', 'Alan Ritchson', 'Stephanie Leigh Schlund', 'Meta Golding', 'Megan Hayes', 'Stef Dawson', 'James Logan', 'E. Roger Mitchell', 'Bruno Gunn', 'Maria Howell', 'Judd Lormand', 'Elena Sanchez', 'John Casino', 'Marian Green', 'Daniel Bernhardt', 'Ravi Naidu', 'Franco Castan', 'Jared Allman', 'Laura Avnaim', 'Noëlle Renée Bercy', 'Jackson Spidell', 'Nickolas Wolf', 'Amandla Stenberg', 'Moses J. Moseley']",,3.68,https://letterboxd.com//film/the-hunger-games-catching-fire/
125,Toy Story of Terror!,2013,Angus MacLane,"['Joan Cusack', 'Carl Weathers', 'Tom Hanks', 'Tim Allen', 'Stephen Tobolowsky', 'Don Rickles', 'Wallace Shawn', 'Timothy Dalton', 'Kristen Schaal', 'Kate McKinnon', 'Lori Alan', 'Peter Sohn', 'Emily Hahn', 'Dawnn Lewis', 'Jason Topolski', 'Ken Marino', 'Christian Roman', 'Laraine Newman', 'Josh Cooley', 'Dee Bradley Baker', 'Tara Strong']",,3.41,https://letterboxd.com//film/toy-story-of-terror/
126,Her,2013,Spike Jonze,"['Joaquin Phoenix', 'Scarlett Johansson', 'Amy Adams', 'Rooney Mara', 'Chris Pratt', 'Olivia Wilde', 'Matt Letscher', 'Portia Doubleday', 'Spike Jonze', 'Bill Hader', 'Kristen Wiig', 'Artt Butler', 'SoKo', 'Brian Cox', 'Luka Jones', 'Sam Jaeger', 'Pramod Kumar', 'Evelyn Edwards', 'Lil Buck', 'Lynn Adrianna', 'Lisa Renee Pitts', 'Gabe Gomez', 'May Lindstrom', 'David Azar', 'Guy Lewis', 'Melanie Seacat', 'Steve Zissis', 'Dane White', 'Nicole Grother', 'James Ozasky', 'Samantha Sarakanti', 'Gracie Prewitt', 'Claudia Choi', 'Laura Kai Chen', 'Wendy Leon', 'Alia Janine']",,4.03,https://letterboxd.com//film/her/
127,The Web,2013,Nathan Fielder,"['Ronnie Rodriguez', 'Nathan Fielder', 'John Kim', 'Jessee Foudray', 'William Heath', 'Karter Kaplan', 'William Wang', 'Dan Braun', 'Monique Patrice', 'Fernando Huerta', 'Gabrielle Gold', 'Jason Talmadge', 'Michael Lee', 'Richard Brynan', 'Mario Melgar', 'Michael Peeples', 'Ray Barnes', 'Heather Geisler', 'Michael Andolini', 'Sheila Jordan', 'Erika Perez', 'Carol Brown', 'John Roberson', 'Ben Anderson', 'Scott Matthews', 'Jennifer Morrison', 'Alphonso Muños', 'Shelly Hu', 'Santiago Rocas', 'Rick Adler', 'Daniel Orton', 'Mike Coleman', 'Shin Xi', 'Vincent Orteg', 'Timothy Hazel', 'Marcia Oden', 'Diana Gonzalez', 'Eric Smith', 'Michael Forsythe', 'Annie Blomquist', 'Mark Schafer', 'Greg Foreman', 'Heather Smith', 'Andy Bogen', 'Luis Rivera', 'Hanna Albright', ""Carlee O'Donnell"", 'Max Berman', 'Ronald White', 'Haru Sato', 'Ryan Loos', 'Michael Grady']",,4.34,https://letterboxd.com//film/the-web-2013/
128,12 Years a Slave,2013,Steve McQueen,"['Chiwetel Ejiofor', 'Michael Fassbender', ""Lupita Nyong'o"", 'Benedict Cumberbatch', 'Paul Dano', 'Sarah Paulson', 'Adepero Oduye', 'Scoot McNairy', 'Paul Giamatti', 'Brad Pitt', 'Michael Kenneth Williams', 'Alfre Woodard', 'Chris Chalk', 'Taran Killam', 'Bill Camp', 'Kelsey Scott', 'Bryan Batt', 'Quvenzhané Wallis', 'Garret Dillahunt', 'Dwight Henry', 'Dickie Gravois', 'Ashley Dyke', 'Cameron Zeigler', 'Tony Bentley', 'Christopher Berry', 'Mister Mackey Jr.', 'Craig Tate', 'Storm Reid', 'Tom Proctor', 'Marc Macaulay', 'Vivian Fleming-Alvarez', 'Douglas M. Griffin', 'John McConnell', 'Marcus Lyle Brown', 'Richard Holden', 'Rob Steinberg', 'Anwan Glover', 'James C. Victor', 'Liza J. Bennett', 'Nicole Collins', 'J.D. Evermore', 'Andy Dylan', 'Deneen Tyler', 'Mustafa Harris', 'Gregory Bright', 'Austin Purnell', 'Thomas Francis Murphy', ""Andre De'Sean Shanks"", 'Kelvin Harrison Jr.', 'Scott M. Jefferson', 'Isaiah Jackson', 'Topsy Chapman', 'Devin Maurice Evans', 'Jay Huguley', 'Devyn A. Tyler', 'Willo Jean-Baptiste', 'Jason Ament', 'Jon Arthur', 'Sean Paul Braud', 'Blake Burt', 'Carroll Burt', 'Edward J. Clare', 'JJ Coker', 'Haylie Creppel', 'Justin Edward Davis', 'Jim Johnson', 'Mark Joyce', 'John C. Klein', ""Gerard 'Jerry' Lewis"", 'Kevonte Mcdonald', 'Ritchie Montgomery', 'Jason Owen', 'Shawn Parsons', 'Haley Powell', 'Wayne Pére', 'Terrell Ransom Jr.', 'Erin Rementer', 'Andre Robinson', 'Corrina Roshea Bobb', 'Jarett Shorts', 'Chaz Smith', 'Tyler Soerries', 'Tre Tureaud', 'Justin Christopher Vaughn', 'Bob Walker', 'Caroline Grace Williamson', 'Timothy Wyant']",,4.07,https://letterboxd.com//film/12-years-a-slave/
129,Gravity,2013,Alfonso Cuarón,"['Sandra Bullock', 'George Clooney', 'Ed Harris', 'Orto Ignatiussen', 'Phaldut Sharma', 'Amy Warren', 'Basher Savage']",,3.48,https://letterboxd.com//film/gravity-2013/
130,Party Central,2013,Kelsey Mann,"['Billy Crystal', 'John Goodman', 'Charlie Day', 'Dave Foley', 'Sean Hayes', 'Joel Murray', 'Peter Sohn', 'Julia Sweeney', 'Nathan Fillion', 'James Kevin Ward', 'Bobby Moynihan', 'Cristina Pucelli']",,3.26,https://letterboxd.com//film/party-central/
131,Snowpiercer,2013,Bong Joon-ho,"['Chris Evans', 'Song Kang-ho', 'John Hurt', 'Tilda Swinton', 'Jamie Bell', 'Octavia Spencer', 'Ed Harris', 'Ewen Bremner', 'Ko A-sung', 'Alison Pill', 'Luke Pasqualino', 'Vlad Ivanov', 'Adnan Hasković', 'Emma Levie', 'Stephen Park', 'Clark Middleton', 'Marcanthonee Reis', 'Paul Lazar', 'Tómas Lemarquis', 'Kenny Doughty', 'Robert Russell', 'Magda Weigertová', 'Jim High', 'Peter Hallin', 'Haruna Honcoopova', 'Ana Braun', 'Griffin Seymour', 'Tyler John Williams', 'Luna Sophia Bar-Cohen', 'Sean Connor Renwick', 'Karel Veselý', 'Park Sungtaek', 'Brian Foley', 'Kendrick Roger Ong', 'Seisuke Tsukahara', 'Tomáš Dianiška', 'Miroslav Navrátil', 'Huh Chan', 'Lucie Burianová', 'Jonny Loquasto', 'Parry Shen', 'Eunkyung Song', 'Dana Green', 'Joseph Bertót']",,3.67,https://letterboxd.com//film/snowpiercer/
132,Coda,2013,Alan Holly,"['Joseph Dermody', 'Orla Fitzgerald', 'Brian Gleeson', 'Donie Ryan']",4.5,3.79,https://letterboxd.com//film/coda-2013/
133,Monsters University,2013,Dan Scanlon,"['Billy Crystal', 'John Goodman', 'Steve Buscemi', 'Helen Mirren', 'Peter Sohn', 'Joel Murray', 'Sean Hayes', 'Dave Foley', 'Charlie Day', 'Alfred Molina', 'Tyler Labine', 'Nathan Fillion', 'Aubrey Plaza', 'Bobby Moynihan', 'Noah Johnston', 'Julia Sweeney', 'Bonnie Hunt', 'John Krasinski', 'Bill Hader', 'Beth Behrs', 'Bob Peterson', 'John Ratzenberger', 'Lori Alan', 'Carlos Alazraqui', 'Jack Angel', 'Bob Bergen', 'Gregg Berger', 'Rodger Bumpass', 'Neil Campbell', 'Ava Acres', 'Sherry Lynn', 'Paul Lazenby', 'Aramé Scott', 'Joseph John Schirle', 'Kristen Li', 'Davin Ransom', 'Raymond Ochoa', 'Calum John', 'Montse Hernandez', 'Mason Cook', 'Makenna Cowgill', 'Tyree Brown', 'Jack Bright', 'Isabella Acres', 'April Winchell', 'Colette Whitaker', 'Jim Ward', 'Marcia Wallace', 'David Theune', 'Tara Strong', 'Mindy Sterling', 'Joel Spence', 'Betsy Sodaro', 'Patrick Seitz', 'Dan Scanlon', 'Jan Rabson', 'Cristina Pucelli', 'Jeff Pidgeon', 'Dannah Feinglass Phirman', 'Donovan Patton', ""Bret 'Brook' Parker"", ""Colleen O'Shaughnessey"", 'Laraine Newman', 'David Neher', 'Pam Murphy', 'Matthew Mercer', 'Alec Medlock', 'Allan McLeod', 'Mickie McGowan', 'Tricia McAlpin', 'Mona Marshall', 'Jason Marsden', 'Danny Mann', 'Dawnn Lewis', 'Elissa Knight', 'John Kassir', 'Brandon Johnson', 'Jess Harnell', 'Mike Hanford', 'Daniel Gerson', 'Teresa Ganzel', 'Donald Fullilove', 'Andy Fischer-Price', 'Keith Ferguson', 'Bill Farmer', 'Paul Eiding', 'Greg Dykstra', 'John Cygan', 'Sean Conroy', 'Patrick Carlyle', 'Natalie Jane Dang', 'Gage Davenport', 'Ethan Louis Samuels DiSalvio', 'Faith Goblirsch', 'Brooke Klinger', 'Nikolas Michailidis', 'Marley Pearson', 'Lindsay Lefler']",,3.34,https://letterboxd.com//film/monsters-university/
134,The Great Gatsby,2013,Baz Luhrmann,"['Leonardo DiCaprio', 'Tobey Maguire', 'Carey Mulligan', 'Joel Edgerton', 'Elizabeth Debicki', 'Isla Fisher', 'Jason Clarke', 'Amitabh Bachchan', 'Callan McAuliffe', 'Adelaide Clemens', 'Steve Bisley', 'Richard Carter', 'Jack Thompson', 'Vince Colosimo', 'Max Cullen', 'Mal Day', 'Charlize Skinner', 'Brendan Maclean', 'Kate Mulvany', 'Kahlia Greksa', 'Garrett William Fountain', 'David Furlong', 'Daniel Gill', 'Iota', 'Barry Otto', ""John O'Connell"", 'Ben McIvor', 'Brian Rooney', 'Gemma Ward', 'Goran D. Kleut', 'Denning Isles', 'Ryan Cooper', 'Kate Rutherford', 'Heather Mitchell', 'Nick Tate']",,3.38,https://letterboxd.com//film/the-great-gatsby-2013/
135,The Blue Umbrella,2013,Saschka Unseld,['Sarah Jaffe'],,3.68,https://letterboxd.com//film/the-blue-umbrella-2013/
136,Blackfish,2013,Gabriela Cowperthwaite,"['Dean Gomersall', 'Samantha Berg', 'John Jett', 'John Hargrove', 'Carol Ray', 'Jeffrey Ventre', 'Kim Ashdown', 'Ken Balcomb', 'Mark Simmons', 'Thomas Tobin', 'Dave Duffus', 'Estefania Rodriguez', 'Mercedes Martinez', 'John Crowe', 'Howard Garrett', 'Eric Walters', 'Steve Huxter', 'Christopher Porter', 'Corinne Cowell', 'Nadien Kallen', 'Suzanne Allee', 'Lori Marino', 'Diane Brancheau', 'Dawn Brancheau', 'John Sillick', 'Tamarie Tollison', 'Alexis Martinez', 'Keltie Byrne', 'Whoopi Goldberg', 'Anderson Cooper', 'James Earl Jones']",,3.87,https://letterboxd.com//film/blackfish/
137,Django Unchained,2012,Quentin Tarantino,"['Jamie Foxx', 'Christoph Waltz', 'Leonardo DiCaprio', 'Kerry Washington', 'Samuel L. Jackson', 'Walton Goggins', 'Dennis Christopher', 'James Remar', 'David Steen', 'Dana Gourrier', 'Nichole Galicia', 'Laura Cayouette', 'Ato Essandoh', 'Sammi Rotibi', 'Clay Donahue Fontenot', 'Escalante Lundy', 'Miriam F. Glover', 'Don Johnson', 'Franco Nero', 'James Russo', 'Tom Wopat', 'Don Stroud', 'Amber Tamblyn', 'Bruce Dern', 'M.C. Gainey', 'Cooper Huckabee', 'Doc Duhame', 'Jonah Hill', 'Lee Horsley', 'Zoë Bell', 'Michael Bowen', 'Robert Carradine', 'Jake Garber', 'Ted Neeley', 'James Parks', 'Tom Savini', 'Michael Parks', 'John Jarratt', 'Quentin Tarantino', 'Amari Cheatom', 'Keith Jefferson', 'Marcus Henderson', 'Lil Chuuch', 'Kinetic', 'Louise Stratten', 'Kim Robillard', 'Shana Stein', 'Shannon Hazlett', 'Jack Lucarelli', 'Victoria Thomas', 'Grace Collins', 'Sharon Pierre-Louis', 'Christopher Berry', 'Kim Collins', 'Dane Rhodes', 'J.D. Evermore', 'Rex Linn', 'Michael Bacall', 'Ronan Hice', 'Ned Bellamy', 'Dave Coennen', 'Danièle Watts', 'Jon Eyez', 'Omar Dorsey', 'Evan Parke', 'Craig Stark', 'Brian Brown', 'Ritchie Montgomery', 'Nicholas Dashnaw', 'Jarrod Bunch', 'Edrick Browne', 'Kerry Sims', 'Jamal Duff', 'Todd Allen', 'Lewis Smith', 'Keniaryn Mitchell', 'Jakel Marshall', 'Carl Singleton', 'Ashley Toman', 'John McConnell', 'Mark Amos', ""Monica Rene'e Anderson"", 'Marsha Stephanie Blake', 'Catherine Lambert', 'Deborah Ayorinde', 'Takara Clark', 'Kimberley Drummond', 'Tenaj L. Jackson', 'Carl Bailey', 'Ross P. Cook', 'Gregory Allen Gabroy', 'Seth Bailey', 'David G. Baker', 'Richie J. Ladner', 'Glen Warner', 'Kesha Bullard', 'Edward J. Clare', 'Jordon Michael Corbin', 'Mike DeMille', 'Gary Grubbs', 'Justin Hall', 'Sandra Linz', 'Kasey James', 'Skipper Landry', 'Cindy Mah', 'Johnny Otto', 'Belinda Owino', 'Mark Ulano', 'Misty Upham', 'Russ Tamblyn', 'Fatimah Taliah', 'Santana Draper']",,4.21,https://letterboxd.com//film/django-unchained/
138,Skyfall,2012,Sam Mendes,"['Daniel Craig', 'Judi Dench', 'Javier Bardem', 'Naomie Harris', 'Ralph Fiennes', 'Ben Whishaw', 'Albert Finney', 'Bérénice Marlohe', 'Rory Kinnear', 'Ola Rapace', 'Helen McCrory', 'Nicholas Woodeson', 'Bill Buckhurst', 'Elize du Toit', 'Ian Bonar', 'Gordon Milne', 'Peter Basham', 'Ben Loyd-Holmes', 'Tonia Sotiropoulou', 'Wolf Blitzer', 'Orion Lee', 'Dave Wong', 'Roger Yuan', 'Yang Liang', 'Yennis Cheung', 'Chooye Bay', 'Milorad Kapor', 'Huw Edwards', 'Elio Lo Tauro', 'Amir Boutrous', 'Nicholas Goh', 'Khan Bonfils', 'Kurt Egyiawan', 'Oliver Johnstone', 'Harry Kershaw', 'Burt Caesar', 'Crispin Letts', 'Beatrice Curnew', 'Jim Conway', 'Ross Waiton', 'Jens Hultén', 'Michael Pink', 'Jo Cameron Brown', ""Anthony O'Donnell"", 'Hannah Stokely', 'Wayne Gordon', 'Tom Wu', 'Jake Fairbrother', 'Christopher Sciueref', 'Daniel Adegboyega', 'Selva Rasalingam', 'Steve Barnett', 'Lee Nicholas Harris', 'Duncan Casey', 'Angela Tran', 'Tom Coulston']",,3.83,https://letterboxd.com//film/skyfall/
139,The Impossible,2012,J. A. Bayona,"['Naomi Watts', 'Ewan McGregor', 'Tom Holland', 'Samuel Joslin', 'Oaklee Pendergast', 'Marta Etura', 'Sönke Möhring', 'Geraldine Chaplin', 'Ploy Jindachote', 'Jomjaoi Sae-Limh', 'Johan Sundberg', 'Jan Roland Sundberg', 'La-Orng Thongruang', 'Tor Klathaley', 'Douglas Johansson', 'John Albasiny', 'Gitte Witt', 'Nicola Harrison', 'Harry Holland', 'Sam Holland']",,3.58,https://letterboxd.com//film/the-impossible/
140,Silver Linings Playbook,2012,David O. Russell,"['Bradley Cooper', 'Jennifer Lawrence', 'Robert De Niro', 'Jacki Weaver', 'Chris Tucker', 'Anupam Kher', 'John Ortiz', 'Shea Whigham', 'Julia Stiles', 'Paul Herman', 'Dash Mihok', 'Matthew Russell', 'Cheryl Williams', 'Patrick McDade', 'Brea Bee', 'Mary Regency Boies', 'Phillip Chorba', 'Anthony Lawton', 'Patsy Meck', 'Maureen Torsney-Weir', 'Jeff Reim', 'Fritz Blanchette', 'Rick Foster', 'Bonnie Aarons', 'Ted Barba', 'Elias Birnbaum', 'Matthew Michaels', 'Pete Postiglione', 'Dicky Eklund Jr.', 'Sanjay Shende', 'Mihir Pathak', 'Ibrahim Syed', 'Madhu Narula', 'Samantha Gelnaw', 'Tiffany E. Green', 'Tal Lifshitz', 'Vlada Semenova', 'Zhan Paulovich', 'Lana Rossi', 'Todd Anthony', 'Traci Law', 'Jaclyn McHugh', 'Carol Anne Mueller', 'Lavonne Nichols', 'Robert Bizik', 'Jeffrey Mowery', 'Joe Cappelletti', 'Lindsay Schnebly', 'Luisa Diaz', 'Liam Ferguson', 'Shawn Gonzalez', 'Jae Greene', 'Marty Krzywonos', 'Matthew James Gulbranson', 'Andrea Havens', 'David Kneeream', 'Raymond Mamrak', 'Montana Marks', 'Jeni Miller', 'Charles Pendelton', 'Vincent Riviezzo', 'Thomas Walton', 'Ryan Shank', 'Ryan Tygh', 'Jen Weissenberg', 'Brian Anthony Wilson', 'Mike Wilson']",,3.63,https://letterboxd.com//film/silver-linings-playbook/
