,Film_title,Release_year,Director,Cast,Personal_rating,Average_rating,Letterboxd URL
457,Shoot the Piano Player,1960,François Truffaut,"['Charles Aznavour', 'Marie Dubois', 'Nicole Berger', 'Michèle Mercier', 'Serge Davri', 'Claude Mansard', 'Richard Kanayan', 'Albert Rémy', 'Jean-Jacques Aslanian', 'Daniel Boulanger', 'Claude Heymann', 'Alex Joffé', 'Boby Lapointe', 'Catherine Lutz', 'Laure Paillette', 'Alice Sapritch']",,3.71,https://letterboxd.com//film/shoot-the-piano-player/
458,Psycho,1960,Alfred Hitchcock,"['Anthony Perkins', 'Vera Miles', 'John Gavin', 'Martin Balsam', 'John McIntire', 'Janet Leigh', 'Simon Oakland', 'Frank Albertson', 'Patricia Hitchcock', 'Vaughn Taylor', 'Lurene Tuttle', 'John Anderson', 'Mort Mills', 'Fletcher Allen', 'Walter Bacon', 'Kit Carson', 'Francis De Sales', 'George Dockstader', 'George Eldredge', 'Harper Flaherty', 'Sam Flint', 'Virginia Gregg', 'Alfred Hitchcock', 'Paul Jasmin', 'Lee Kass', 'Frank Killmond', 'Ted Knight', 'Pat McCaffrie', 'Hans Moebus', 'Jeanette Nolan', ""Lillian O'Malley"", 'Robert Osborne', 'Fred Scheiwiller', 'Helen Wallace']",3.5,4.29,https://letterboxd.com//film/psycho/
459,The Apartment,1960,Billy Wilder,"['Jack Lemmon', 'Shirley MacLaine', 'Fred MacMurray', 'Ray Walston', 'Jack Kruschen', 'David Lewis', 'Hope Holiday', 'Joan Shawlee', 'Naomi Stevens', 'Johnny Seven', 'Joyce Jameson', 'Willard Waterman', 'David White', 'Edie Adams', 'Dorothy Abbott', 'Ralph Moratz', 'Joe Palma', 'Bill Baldwin', 'Benny Burt', 'Lynn Cartwright', 'Mason Curry', 'David Macklin', 'Hal Smith', 'Paul Bradley', 'Steve Carruthers', 'Dick Cherney', 'Franklyn Farnum', 'Herschel Graham', 'Lars Hensen', 'Eugene Jackson', 'Frances Weintraub Lax', 'William Meader', ""Monty O'Grady"", 'Paul Power', 'Tony Regan', 'Clark Ross', 'Norman Stevans', 'Sid Troy']",5.0,4.32,https://letterboxd.com//film/the-apartment/
460,L'Avventura,1960,Michelangelo Antonioni,"['Gabriele Ferzetti', 'Monica Vitti', 'Lea Massari', 'Dominique Blanchar', 'Renzo Ricci', 'James Addams', 'Dorothy De Poliolo', 'Lelio Luttazzi', 'Giovanni Petrucci', 'Esmeralda Ruspoli', 'Enrico Bologna', 'Franco Cimino', 'Giovanni Danesi', 'Rita Mole', 'Renato Pinciroli', 'Angela Tommasi Di Lampedusa', 'Vincenzo Tranchina', 'Valeria Perri', 'Prof. Cucco', ""Jack O'Connell""]",,4.0,https://letterboxd.com//film/lavventura/
461,Breathless,1960,Jean-Luc Godard,"['Jean-Paul Belmondo', 'Jean Seberg', 'Daniel Boulanger', 'Henri-Jacques Huet', 'Roger Hanin', 'Van Doude', 'Claude Mansard', 'Liliane Dreyfus', 'Michel Fabre', 'Jean-Pierre Melville', 'Jean-Luc Godard', 'Richard Balducci', 'André S. Labarthe', 'François Moreuil', 'Jacques Lourcelles', 'Liliane Robin', 'Gérard Brach', 'Philippe de Broca', 'José Bénazéraf', 'Jean Domarchi', 'Jean Douchet', 'Raymond Huntley', 'Louiguy', 'Michel Mourlet', 'Guido Orlando', 'Madame Paul', 'Jean-Louis Richard', 'Jacques Serguine', 'Jacques Siclier', 'Virginie Ullmann', 'Emile Villion']",5.0,3.88,https://letterboxd.com//film/breathless/
462,La Dolce Vita,1960,Federico Fellini,"['Marcello Mastroianni', 'Anita Ekberg', 'Anouk Aimée', 'Yvonne Furneaux', 'Magali Noël', 'Alain Cuny', 'Annibale Ninchi', 'Walter Santesso', 'Valeria Ciangottini', 'Riccardo Garrone', 'Ida Galli', 'Audrey McDonald', 'Polidor', 'Alain Dijon', 'Mino Doro', 'Giulio Girola', 'Laura Betti', 'Nico', 'Domino', 'Carlo Musto', 'Enzo Cerusico', 'Giulio Paradisi', 'Enzo Doria', 'Enrico Glori', 'Adriana Moneta', 'Massimo Busetti', 'Lex Barker', 'Jacques Sernas', 'Nadia Gray', 'Giuseppe Addobbati', 'Conte Brunoro Serego Aligheri', 'Gabriella Andreini', 'Federika André', 'Armando Annuale', 'Joan Antequera', 'Juan Antequero', 'Gianni Baghino', 'Nadia Balabine', 'Ignazio Balsamo', 'Remo Benedetti', 'Andrea Bianchi', 'Lars Bloch', 'Leonardo Botta', 'Ida Bracci Dorati', 'Ferdinando Brofferio', 'Giovanna Busetti', 'Tito Buzzo', 'Daniela Calvino', 'Tony Campanino', 'Fabrizio Capucci', 'Donato Castellaneta', 'Adriano Celentano', 'Elisabetta Cini', 'Giulio Citti', 'Leo Coleman', 'Nani Colombo', 'Mario Conocchia', 'Francesco Consalvo', 'Tiziano Cortini', 'Decimo Cristiani', 'Mario De Grenet', 'Andrea De Pino', 'Adele De Rossi', 'Donatella Della Nora', 'Christine Denise', 'Katherine Denise', 'Carlo Di Maggio', 'François Dieudonné', 'Venceslao Dobrzensky', 'Donatella Esparmer', 'Paolo Fadda', 'Umberto Felici', 'Oretta Fiume', 'Rina Franchetti', 'Giacomo Gabrielli', 'Franco Giacobini', 'Angela Giavalisco', 'Romolo Giordani', 'Christine Graefeck', 'Lily Granado', 'Libero Grandi', 'Maurizio Guelfi', 'Gloria Hendy', 'April Hennessy', 'Nina Hohenlohe', 'Antonio Jacono', 'Gloria Jones', 'Carlo Kechler', 'Else Knorr', 'Paolo Labia', 'John Francis Lane', 'Sondra Lee', 'Marianne Leibl', 'Guglielmo Leoncini', 'Giuliana Lojodice', 'Renée Longarini', 'Francisco Lori', 'Francesco Luzi', 'Mario Mallarno', 'Renato Mambor', 'Vittorio Manfrino', 'Maria Marigliano', 'Carlo Mariotti', 'Gino Marturano', 'Maria Mazzanti', 'Harriet Medin', 'Marta Melocco', 'Nello Meniconi', 'Alex Messoyedoff', 'Gianfranco Mingozzi', 'Lucia Modigliani', 'Maite Morand', 'Aurelio Nardi', ""Desmond O'Grady"", 'Liana Orfei', 'Umberto Orsini', 'Contessa Cristina Paolozzi', 'Ada Passeri', 'Franca Pasut', 'Loretta Pepi', 'Paola Petrini', 'Cesarino Miceli Picardi', 'Princess Doris Pignatelli', 'Alberto Plebani', 'Oliviero Prunas', 'Giovanni Querrel', 'Giulio Questi', 'Concetta Ragusa', 'Loretta Ramaciotti', 'Leonida Repaci', 'Alfredo Rizzo', 'Rosemary Rennel Rodd', 'Giancarlo Romani', 'Franco Rossellini', 'Prince Eugenio Ruspoli di Poggio Suasa', 'Margherita Russo', 'Anna Maria Salerno', 'Anna Salvatore', 'Archie Savage', 'Lisa Schneider', 'Maria Pia Serafini', 'Noel Sheldon', 'Isabella Soldani', 'Letizia Spadini', 'Giò Stajano', 'Gino Talamo', 'Sandra Tesi', 'Henry Thody', 'Tomás Torres', 'Iris Tree', 'Vando Tress', 'Gondrano Trucchi', 'Teresa Tsao', 'Winie Vagliani', 'Leontine Van Strein', 'Aldo Vasco', 'Lucia Vasilicò', 'Maria Teresa Vianello', 'Sandy von Normand', 'Antoinette Weynen', 'Angela Wilson', 'Vadim Wolkonsky', 'Maria Teresa Wolodimeroff', 'Gianni Zamputo', 'Italo Zingarelli', 'Iolanda Fortini', 'Marta Timar', 'Bruna Cealti', 'Nancy Lecchini', 'Giulio Tomei', 'Lucia Cavalieri', 'Rio Nobile', 'Edward Febo Kelleng']",,4.21,https://letterboxd.com//film/la-dolce-vita/
463,Pickpocket,1959,Robert Bresson,"['Martin LaSalle', 'Marika Green', 'Jean Pélégri', 'Dolly Scal', 'Pierre Leymarie', 'Pierre Étaix', 'Kassagi', 'César Gattegno']",,3.86,https://letterboxd.com//film/pickpocket/
464,The Running Jumping & Standing Still Film,1959,"Richard Lester, Peter Sellers","['Richard Lester', 'Peter Sellers', 'Spike Milligan', 'Mario Fabrizi', 'David Lodge', 'Leo McKern', 'Graham Stark', 'Bruce Lacey', 'Norman Rossington']",2.5,2.74,https://letterboxd.com//film/the-running-jumping-standing-still-film/
465,North by Northwest,1959,Alfred Hitchcock,"['Cary Grant', 'Eva Marie Saint', 'James Mason', 'Jessie Royce Landis', 'Leo G. Carroll', 'Josephine Hutchinson', 'Philip Ober', 'Martin Landau', 'Adam Williams', 'Edward Platt', 'Robert Ellenstein', 'Les Tremayne', 'Philip Coolidge', 'Patrick McVey', 'Edward Binns', 'Ken Lynch', 'Nora Marlowe', 'Doreen Lang', 'John Beradino', 'Ned Glass', 'Tol Avery', 'Malcolm Atterbury', 'Maudie Prickett', 'Bess Flowers', 'Stanley Adams', 'Andy Albin', 'Ernest Anderson', 'Frank Wilcox', 'Brandon Beach', 'Steve Carruthers', 'Taggart Casey', 'Bill Catching', 'Walter Coy', 'Jimmy Cross', 'Patricia Cutts', 'Jack Daly', 'John Damler', 'Lawrence Dobkin', 'Tommy Farrell', 'Jesslyn Fax', 'Adolph Faylauer', 'Sally Fraser', 'Paul Genge', 'James Gonzalez', 'Tom Greenway', 'Robert Haines', 'Stuart Hall', 'Alfred Hitchcock', 'Stuart Holmes', 'Eugene Jackson', 'Bobby Johnson', 'Kenner G. Kemp', 'Madge Kennedy', 'Colin Kenny', 'Carl M. Leviness', 'Alexander Lockwood', 'Frank Marlowe', 'Baynes Barron', 'Thomas Martin', 'James McCallion', 'Maura McGiveney', 'Carl Milletaire', 'Hans Moebus', 'Howard Negley', ""Monty O'Grady"", 'Ralph Reed', 'John Roy', 'Jeffrey Sayre', 'Scott Seaton', 'Harry Seymour', 'Robert Shayne', 'Jeremy Slate', 'Olan Soule', 'Helen Spring', 'Harvey Stephens', 'Harry Strang', 'Arthur Tovey', 'Dale Van Sickel', 'Lloyd Williams', 'Robert B. Williams', 'Paula Winslowe', 'Wilson Wood', 'Carleton Young', 'Dick Johnstone', 'Bert Stevens', 'Cosmo Sardo', 'Don Anderson', 'Alphonso DuBois', 'Len Hendry', 'Anne Anderson']",,4.11,https://letterboxd.com//film/north-by-northwest/
466,Good Morning,1959,Yasujirō Ozu,"['Keiji Sada', 'Yoshiko Kuga', 'Chishū Ryū', 'Kuniko Miyake', 'Haruko Sugimura', 'Kôji Shitara', 'Masahiko Shimazu', 'Kyôko Izumi', 'Taiji Tonoyama', 'Toyo Takahashi', 'Sadako Sawamura', 'Eijirō Tōno', 'Teruko Nagaoka', 'Eiko Miyoshi', 'Haruo Tanaka', 'Akira Ôizumi', 'Fujio Suga', 'Akio Satake', 'Keijirô Morozumi', 'Mutsuko Sakura', 'Norikazu Takeda', 'Yôko Chimura', 'Hajime Shirata', 'Masuo Fujiki', 'Toshio Shimamura', 'Tsûsai Sugawara', 'Koji Shidara', 'Ayako Senno', 'Yuriko Tashiro', 'Yoshie Minami', 'Tomoka Hasebe', 'Koji Shirotani', 'Yukari Yamashina', 'Kazuko Mitsukawa', 'Kôhei Kawamura', 'Junko Hara', 'Shôsuke Oni', 'Aiko Ikumi']",5.0,4.12,https://letterboxd.com//film/good-morning/
467,Hiroshima Mon Amour,1959,Alain Resnais,"['Emmanuelle Riva', 'Eiji Okada', 'Stella Dassas', 'Pierre Barbaud', 'Bernard Fresson']",,4.1,https://letterboxd.com//film/hiroshima-mon-amour/
468,All the Boys Are Called Patrick,1959,Jean-Luc Godard,"['Jean-Claude Brialy', 'Anne Collette', 'Nicole Berger']",,3.29,https://letterboxd.com//film/all-the-boys-are-called-patrick/
469,The 400 Blows,1959,François Truffaut,"['Jean-Pierre Léaud', 'Claire Maurier', 'Albert Rémy', 'Georges Flamant', 'Patrick Auffay', 'Robert Beauvais', 'Yvonne Claudie', 'Pierre Repp', 'Guy Decomble', 'Daniel Couturier', 'François Nocher', 'Richard Kanayan', 'Renaud Fontanarosa', 'Michel Girard', 'Serge Moati', 'Bernard Abbou', 'Jean-François Bergouignan', 'Michel Lesignor', 'Jean-Claude Brialy', 'Jeanne Moreau', 'Philippe de Broca', 'François Truffaut', 'Jacques Demy', 'Bouchon']",5.0,4.24,https://letterboxd.com//film/the-400-blows/
470,Some Like It Hot,1959,Billy Wilder,"['Tony Curtis', 'Jack Lemmon', 'Marilyn Monroe', 'George Raft', 'Pat O’Brien', 'Joe E. Brown', 'Nehemiah Persoff', 'Joan Shawlee', 'Billy Gray', 'George E. Stone', 'Dave Barry', 'Mike Mazurki', 'Harry Wilson', 'Beverly Wills', 'Barbara Drew', 'Edward G. Robinson Jr.', 'Sam Bagley', 'Alex Ball', 'Brandon Beach', 'Phil Bloom', 'Willie Bloom', 'Al Breneman', 'Steve Carruthers', 'James J. Casino', 'Noble ""Kid"" Chissell', 'Beulah Christian', 'Ted Christy', 'Robert Cole', 'Marian Collier', 'Pat Comiskey', 'Bing Conley', 'Paul Cristo', 'James Dime', 'Franklyn Farnum', 'Duke Fishman', 'Mary Foley', 'George Ford', 'Paul Frees', 'Bobby Gilbert', 'Joseph Glick', 'Jack Gordon', 'Joe Gray', 'Stuart Hall', 'Sam Harris', ""Harold 'Tommy' Hart"", 'William Hoehne Jr.', 'Shep Houghton', 'John Indrisano', 'Tom Kennedy', 'Joseph La Cava', 'George Lake', 'Carl M. Leviness', 'King Lockwood', 'Hank Mann', 'Tiger Joe Marsh', 'Jack Mather', 'Tipp McClure', 'Frank McLure', 'Laurie Mitchell', ""William H. O'Brien"", ""Colleen O'Sullivan"", 'Joe Palma', 'Helen Perry', 'Jack Perry', 'Danny Richards Jr.', 'Edwin Rochelle', 'John Roy', 'Cosmo Sardo', 'Scott Seaton', 'Sammy Shack', 'Fred Sherman', 'Carl Sklover', 'Bert Stevens', 'Arthur Tovey', 'Sid Troy', 'Ralph Volkie', 'Tito Vuolo', 'Sandra Warner', 'Billy Wayne', 'Grace Lee Whitney']",5.0,4.17,https://letterboxd.com//film/some-like-it-hot/
471,Imitation of Life,1959,Douglas Sirk,"['Lana Turner', 'John Gavin', 'Sandra Dee', 'Susan Kohner', 'Robert Alda', ""Dan O'Herlihy"", 'Juanita Moore', 'Karin Dicker', 'Terry Burnham', 'John Vivyan', 'Lee Goodman', 'Ann Robinson', 'Troy Donahue', 'Sandra Gould', 'David Tomack', 'Joel Fluellen', 'Jack Weston', 'Billy House', 'Maida Severn', 'Than Wyenn', 'Peg Shirley', 'Mahalia Jackson', 'Bess Flowers', 'Frank Baker', 'Alex Ball', 'George Barrows', 'Chet Brandenburg', 'Teddy Buckner', 'George Calliga', 'Steve Carruthers', 'Richard Collier', 'Paul Cristo', 'Joe Darensbourg', 'Robert Darin', 'Mike De Lay', 'Elinor Donahue', 'Adolf Eichmann', 'Cicely Evans', 'Myrna Fahey', 'George Ford', 'Tedd Hadfield', 'Lynne Hunter', 'Nelson Leigh', 'Paul Levitt', 'John McNamara', 'Joseph Mell', 'Eddie Parker', 'Waclaw Rekwart', 'Cosmo Sardo', 'Jeffrey Sayre', 'Cap Somers', 'Ted Thorpe', 'Napoleon Whiting']",1.5,3.97,https://letterboxd.com//film/imitation-of-life-1959/
472,Uncle,1959,Jaromil Jireš,"['Vlastimil Brodský', 'Vladimír Zavázal']",,3.45,https://letterboxd.com//film/uncle-1959/
473,Charlotte and Her Boyfriend,1958,Jean-Luc Godard,"['Jean-Paul Belmondo', 'Anne Collette', 'Gérard Blain', 'Jean-Luc Godard']",,3.1,https://letterboxd.com//film/charlotte-and-her-boyfriend/
474,Shadows,1958,John Cassavetes,"['Ben Carruthers', 'Lelia Goldoni', 'Hugh Hurd', 'Anthony Ray', 'Dennis Sallas', 'Tom Reese', 'David Pokitillow', 'Rupert Crosse', 'Davey Jones', 'Pir Marini', 'Victoria Vargas', 'Jack Ackerman', 'Jacqueline Walcott', 'Cliff Carnell', 'Jay Crecco', 'Ronald Maccone', 'Bob Reeh', 'Joyce Miles', 'Nancy Deale', 'Gigi Brooks', 'Lynn Hamilton', 'Marilyn Clark', 'Joanne Sages', 'Jed McGarvey', 'Greta Thyssen', 'John Cassavetes', 'Seymour Cassel', 'Arlene Corwin', 'Bobby Darin', 'Avalon Lee', 'Ellen Paulos', 'Gena Rowlands', 'Lisa Seagram', 'Jean Shepherd', 'Mel Stewart']",,3.63,https://letterboxd.com//film/shadows-1959/
475,Party Girl,1958,Nicholas Ray,"['Robert Taylor', 'Cyd Charisse', 'Lee J. Cobb', 'John Ireland', 'Kent Smith', 'Claire Kelly', 'Corey Allen', 'Lewis Charles', 'David Opatoshu', 'Kem Dibbs', 'Patrick McVey', 'Barbara Lang', 'Myrna Hansen', 'Betty Utey', 'Leon Alton', 'Hy Anzell', 'Herb Armstrong', 'Walter Bacon', 'Steve Benton', 'Margaret Bert', 'Herman Boden', 'Peter Bourne', 'Marshall Bradford', 'Bob Calder', 'Pat Cawley', 'Barrie Chase', 'Dick Cherney', 'Jack R. Clinton', 'Gene Coogan', 'Russell Custer', 'John Damler', 'Jack Dodds', 'Burt Douglas', 'Michael Dugan', 'Charles Fogel', 'John Franco', 'David Garcia', 'Jack Gargan', 'Ed Haskett', 'Tom Hernández', 'Harry Hines', 'Stuart Holmes', 'Jimmie Horan', 'Michael Jeffers', 'Paul Keast', 'Donald Kerr', 'Jack Lambert', 'Rusty Lane', 'Herbert Lytton', 'Thomas Martin', 'Philo McCullough', 'Sam McDaniel', 'Harry Tom McKenna', 'David McMahon', 'Harold Miller', 'Hans Moebus', 'Charles Morton', 'Forbes Murray', ""Maggie O'Byrne"", 'Sanita Pelkey', 'Charles Perry', 'Albert Petit', 'Carmen Phillips', 'Michael Pierce', 'Jose Portugal', 'Paul Power', 'Dolores Reed', 'Edwin Rochelle', 'Benny Rubin', 'Georges Saurel', 'Aaron Saxon', 'Jeffrey Sayre', 'Jerry Schumacher', 'Vito Scotti', 'Floyd Simmons', 'Ralph Smiley', 'J. Lewis Smith', 'Sydney Smith', 'Charles Sullivan', 'Hal Taggart', 'Vaughn Taylor', 'Carl Thayler', 'Arthur Tovey', 'Herb Vigran', 'Erich von Stroheim Jr.', 'Geraldine Wall', 'Sandra Warner', 'Guy Way', 'Marc Wilder', 'Robert B. Williams']",4.0,3.47,https://letterboxd.com//film/party-girl/
476,Ashes and Diamonds,1958,Andrzej Wajda,"['Zbigniew Cybulski', 'Ewa Krzyżewska', 'Wacław Zastrzeżynski', 'Adam Pawlikowski', 'Bogumił Kobiela', 'Jan Ciecierski', 'Stanisław Milski', 'Artur Młodnicki', 'Halina Kwiatkowska', 'Ignacy Machowski', 'Zbigniew Skowroński', 'Barbara Krafftówna', 'Aleksander Sewruk', 'Zofia Czerwińska', 'Irena Orzecka', 'Halina Siekierko', 'Grażyna Staniszewska', 'Jerzy Adamczyk', 'Adolf Chronicki', 'Wiktor Grotowicz', 'Mieczysław Łoza', 'Tadeusz Kalinowski', 'Ferdynand Matysik', 'Józef Pieracki', 'Ryszard Pietruski', 'Jerzy Jogałła', 'Juliusz Grabowski']",4.0,3.99,https://letterboxd.com//film/ashes-and-diamonds/
477,Vertigo,1958,Alfred Hitchcock,"['James Stewart', 'Kim Novak', 'Barbara Bel Geddes', 'Tom Helmore', 'Henry Jones', 'Raymond Bailey', 'Ellen Corby', 'Konstantin Shayne', 'Lee Patrick', 'Bess Flowers', 'Alfred Hitchcock', 'David Ahdar', 'Sara Taft']",,4.19,https://letterboxd.com//film/vertigo/
478,Two Men and a Wardrobe,1958,Roman Polanski,"['Jakub Goldberg', 'Henryk Kluba', 'Andrzej Kondratiuk', 'Barbara Lass', 'Stanisław Michalski', 'Roman Polanski']",,3.2,https://letterboxd.com//film/two-men-and-a-wardrobe/
479,Touch of Evil,1958,Orson Welles,"['Charlton Heston', 'Janet Leigh', 'Orson Welles', 'Joseph Calleia', 'Akim Tamiroff', 'Joanna Moore', 'Ray Collins', 'Dennis Weaver', 'Valentin de Vargas', 'Mort Mills', 'Victor Millan', 'Lalo Rios', 'Michael Sargent', 'Phil Harvey', 'Joi Lansing', 'Harry Shannon', 'Marlene Dietrich', 'Joseph Cotten', 'Zsa Zsa Gabor', 'Joe Basulto', 'Yolanda Bojorquez', 'Domenick Delgarde', 'Jennie Dias', 'John Dierkes', 'Eleanor Dorado', 'Eva Gabor', 'Jeffrey Green', 'Billy House', 'Mercedes McCambridge', 'Arlene McQuade', 'Ken Miller', 'Ralph Moratz', 'Ramón Rodríguez', 'Gus Schilling', 'William Tannen', 'Wayne Taylor', 'Rusty Wescoatt', 'Dan White', 'Keenan Wynn']",,4.09,https://letterboxd.com//film/touch-of-evil/
480,The Tender Game,1958,John Hubley,,,3.7,https://letterboxd.com//film/the-tender-game/
481,Date with Dizzy,1958,John Hubley,"['Ralph Hertz', 'Don Keefer', 'Dizzy Gillespie', 'Sahib Shihab', 'Wade Legge', 'Nelson Boyd', 'Charlie Persip']",3.0,3.26,https://letterboxd.com//film/date-with-dizzy/
482,Wild Strawberries,1957,Ingmar Bergman,"['Victor Sjöström', 'Bibi Andersson', 'Ingrid Thulin', 'Gunnar Björnstrand', 'Jullan Kindahl', 'Folke Sundquist', 'Björn Bjelfvenstam', 'Naima Wifstrand', 'Gunnel Broström', 'Gertrud Fridh', 'Sif Ruud', 'Gunnar Sjöberg', 'Max von Sydow', 'Åke Fridell', 'Yngve Nordwall', 'Per Sjöstrand', 'Gio Petré', 'Gunnel Lindblom', 'Maud Hansson', 'Ann-Marie Wiman', 'Eva Norée', 'Lena Bergman', 'Monica Ehrling', 'Per Skogsberg', 'Göran Lundquist', 'Helge Wulff', 'Peder Hellman', 'Vendela Rudbäck', 'Ulf Johansson', 'Erik Nordgren', 'Josef Norman', 'Gunnar Olsson', 'Harry Asklund']",,4.24,https://letterboxd.com//film/wild-strawberries/
483,The Mischief Makers,1957,François Truffaut,"['Gérard Blain', 'Bernadette Lafont', 'Michel François', 'Alain Baldy', 'Robert Bulle', 'Henri Demaegdt', 'Dimitri Moretti', 'Daniel Ricaulx']",,3.43,https://letterboxd.com//film/the-mischief-makers/
484,Paths of Glory,1957,Stanley Kubrick,"['Kirk Douglas', 'Ralph Meeker', 'Adolphe Menjou', 'George Macready', 'Wayne Morris', 'Richard Anderson', 'Joe Turkel', 'Christiane Kubrick', 'Jerry Hausner', 'Peter Capell', 'Emile Meyer', 'Bert Freed', 'Kem Dibbs', 'Timothy Carey', 'Fred Bell', 'John Stein', 'Harold Benedict', 'Paul Bös', 'James B. Harris', 'Marshall Rainer', 'Ira Moore', 'Willy Friedrichs', 'Halder Hanson', 'Roger Vagnoid']",,4.33,https://letterboxd.com//film/paths-of-glory/
485,Nights of Cabiria,1957,Federico Fellini,"['Giulietta Masina', 'François Périer', 'Franca Marzi', 'Amedeo Nazzari', 'Aldo Silvani', 'Dorian Gray', 'Ennio Girolami', 'Mario Passante', 'Franco Balducci', 'Ciccio Barbi', 'Luciano Bonanni', 'Leo Catozzo', 'Mimmo Poli', 'Dominique Delouche', 'Franco Fabrizi', 'Sandro Moretti', 'Polidor', 'María Luisa Rolando', 'Gianni Baghino', 'Riccardo Fellini', 'Nino Milano', 'Sergio Parlato', 'Christian Tassou']",,4.28,https://letterboxd.com//film/nights-of-cabiria/
486,12 Angry Men,1957,Sidney Lumet,"['Martin Balsam', 'John Fiedler', 'Lee J. Cobb', 'E.G. Marshall', 'Jack Klugman', 'Edward Binns', 'Jack Warden', 'Henry Fonda', 'Joseph Sweeney', 'Ed Begley', 'George Voskovec', 'Robert Webber', 'Rudy Bond', 'Tom Gorman', 'James Kelly', 'Billy Nelson', 'John Savoca', 'Walter Stocker', 'John Gavin']",,4.52,https://letterboxd.com//film/12-angry-men/
487,The Seventh Seal,1957,Ingmar Bergman,"['Max von Sydow', 'Gunnar Björnstrand', 'Bengt Ekerot', 'Nils Poppe', 'Bibi Andersson', 'Inga Gill', 'Maud Hansson', 'Inga Landgré', 'Gunnel Lindblom', 'Bertil Anderberg', 'Anders Ek', 'Åke Fridell', 'Gunnar Olsson', 'Erik Strandmark', 'Lars Lind', 'Benkt-Åke Benktsson', 'Tor Borong', 'Gudrun Brost', 'Harry Asklund', 'Ulf Johansson', 'Sten Ardenstam', 'Gordon Löwenadler', 'Karl Widh', 'Tommy Karlsson', 'Siv Aleros', 'Bengt Gillberg', 'Lars Granberg', 'Gunlög Hagberg', 'Gun Hammargren', 'Uno Larsson', 'Lennart Lilja', 'Monica Lindman', 'Helge Sjökvist', 'Georg Skarstedt', 'Ragnar Sörman', 'Lennart Tollén', 'Caya Wickström', 'Catherine Berg', 'Mona Malm', 'Tor Isedal', 'Josef Norman', 'Gösta Prüzelius', 'Fritjof Tall', 'Nils Whiten', 'Lena Bergman', 'Marc Smith']",,4.27,https://letterboxd.com//film/the-seventh-seal/
488,A Man Escaped,1956,Robert Bresson,"['François Leterrier', 'Charles Le Clainche', 'Maurice Beerblock', 'Roland Monod', 'Jacques Ertaud', 'Jean Paul Delhumeau', 'Roger Treherne', 'Jean Philippe Delamarre', 'Jacques Oerlemans', 'Klaus Detlef Grevenhorst', 'Leonhard Schmidt', 'Roger Planchon']",,4.24,https://letterboxd.com//film/a-man-escaped/
489,The Killing,1956,Stanley Kubrick,"['Sterling Hayden', 'Coleen Gray', 'Vince Edwards', 'Jay C. Flippen', 'Ted de Corsia', 'Marie Windsor', 'Elisha Cook Jr.', 'Joe Sawyer', 'James Edwards', 'Timothy Carey', 'Kola Kwariani', 'Jay Adler', 'Tito Vuolo', 'Dorothy Adams', 'Herbert Ellis', 'James Griffith', 'Cecil Elliott', 'Joe Turkel', 'Steve Mitchell', 'Mary Carroll', 'William Benedict', 'Charles Cane', 'Robert B. Williams', 'Tom Coleman', 'Rodney Dangerfield', 'Franklyn Farnum', 'John George', 'Art Gilmore', 'Kenner G. Kemp', 'Carl M. Leviness', 'Sol Gorss', 'Harry Hines', 'Hal J. Moore', 'Harvey Parry', 'Richard Reeves', 'Frank Richards', 'Arthur Tovey']",,3.92,https://letterboxd.com//film/the-killing/
490,The Searchers,1956,John Ford,"['John Wayne', 'Jeffrey Hunter', 'Vera Miles', 'Natalie Wood', 'Ward Bond', 'John Qualen', 'Olive Carey', 'Henry Brandon', 'Ken Curtis', 'Harry Carey, Jr.', 'Antonio Moreno', 'Hank Worden', 'Beulah Archuletta', 'Walter Coy', 'Dorothy Jordan', 'Pippa Scott', 'Patrick Wayne', 'Lana Wood', 'Mae Marsh', 'Ruth Clifford', 'Chuck Roberson', 'Chuck Hayward']",2.5,3.86,https://letterboxd.com//film/the-searchers/
491,The Red Balloon,1956,Albert Lamorisse,"['Pascal Lamorisse', 'Georges Sellier', 'Vladimir Popov', 'Paul Perey', 'Renée Marion', 'Sabine Lamorisse', 'Michel Pezin', 'Renaud', 'David Séchan']",4.5,4.03,https://letterboxd.com//film/the-red-balloon/
492,Pather Panchali,1955,Satyajit Ray,"['Subir Banerjee', 'Uma Das Gupta', 'Karuna Banerjee', 'Kanu Bannerjee', 'Chunibala Devi', 'Runki Banerjee', 'Reba Devi', 'Aparna Devi', 'Tulsi Chakraborty', 'Haren Banerjee', 'Rampada Das', 'Nibhanani Devi', 'Rama Gangopadhaya', 'Roma Ganguli', 'Binoy Mukherjee', 'Haridhan Nag', 'Harimohan Nag', 'Kshirod Roy', 'Suren Roy']",,4.27,https://letterboxd.com//film/pather-panchali/
493,The Night of the Hunter,1955,Charles Laughton,"['Robert Mitchum', 'Shelley Winters', 'Lillian Gish', 'James Gleason', 'Evelyn Varden', 'Peter Graves', 'Don Beddoe', 'Billy Chapin', 'Sally Jane Bruce', 'Gloria Castillo', 'James Griffith', 'Gloria Pall']",5.0,4.21,https://letterboxd.com//film/the-night-of-the-hunter/
